Facility Name,Facility RRID,Institution Name,City,State,Country,Website,Services,Description
Canadian Center for Hydrodynamics (CCH),RRID:SCR_023791,University of Lethbridge,Lethbridge,AB,Canada,https://www.cch.uleth.ca,"Biochemical Analysis,Light Scattering,Surface Plasmon Resonance (SPR)","The CCH provides comprehensive solution characterization of macromolecules or macromolecular interactions and assemblies. This includes a description of the stoichiometry, size composition, cargo loading (e.g., LNPs or AAV). An unusal strength of our facility is that access to all complementary, biophysical technologies are available in a single facility."
Sequencing Technology Center,RRID:SCR_027013,University of Louisville,Louisville,KY,United States,https://www.uoflsequencing.com/services-2-1,"10X Genomics Single Cell,10x Genomics Visium,Illumina NextSeq Sequencing,Illumina RNA/DNA NGS Library Construction,PacBio Revio Sequencing","The STC is your one-stop destination for cutting-edge genomic sequencing services. As a full-service facility, we specialize in next-generation sequencing (NGS), single-cell analysis, and spatial transcriptomics—delivering deep insights that drive discovery.
 
 Whether you‘re part of our local research community or collaborating from afar, we welcome projects from scientists and innovators worldwide. With advanced short-read and long-read sequencing technologies—including our status as a PacBio Certified Service Provider—we deliver high-quality data tailored to your research needs.
 
..."
LCSB Genomics Platform,RRID:SCR_021931,University of Luxembourg,Esch-sur-Alzette,,Luxembourg,https://genomics-platform.lcsb.uni.lu/,"10x Genomics,ATAC-Seq,Capillary Electrophoresis,CDNA Synthesis,ChIP-Seq,CITE-seq,Copy Number Variation (CNV),Custom Library Prep Service,Digital PCR,Genome/Transcriptome Assembly And Annotation,Genomics,Genotyping-by-sequencing,Long Read Sequencing,Metagenomics Analysis,Metatranscriptomics,Methylation Analysis,Nanopore Sequencing,RNAseq,Sequencing - DNA Sequencing,Sequencing - Next Generation Sequencing (NGS),Single-Cell Analysis,Single-cell Sequencing,Whole Exome Sequencing,Whole Genome Amplification (WGA),Whole Genome Sequencing","The genomics platform at the LCSB started at the end of 2016, and offers next-generation sequencing, single cell sequencing services. The platform has currently two sequencers, a NextSeq2000 and a MiSeq from Illumina and a MinION nanopore sequencer from Oxford Nanopore Technologies. The Illumina sequencers allow sequencing tunable read lengths up to 300 bases of single- as well as paired-end runs while the MinION sequencer complements by ultra-long read lengths (up to several hundreds of kilobases). Together this offers high flexibility for the different sequencing needs. The platform..."
LCSB Metabolomics and Lipidomics Platform,RRID:SCR_024769,University of Luxembourg,Belvaux,,Luxembourg,https://www.uni.lu/lcsb-en/facilities/metabolomics/,"Bioanalytical LC MS/MS ,Consultations,Data Analysis,Data Analysis And Interpretation,Data Processing,Data Processing And Interpretation,GC-MS,IC-MS,LC-MS,Lipidomics,Mass Spectrometry,Mass Spectrometry - Small Molecules,Metabolomics,Sample Preparation,Sample Preparations And Metabolic Quenching,Small Molecule Compound Screening,Training","The Metabolomics and Lipidomics Platform facilitates metabolism-related research, serving researchers from academia to industry in Luxembourg and beyond. We specialize in the analysis of small molecules within complex biological matrices. Our state-of-the-art analytical infrastructure and broad method portfolio accelerate scientific discoveries in the areas of biology and biomedicine."
LCSB Rodent Platform Core Facility,RRID:SCR_025267,University of Luxembourg,Esch-sur-Alzette,,Luxembourg,https://www.uni.lu/lcsb-en/facilities/rodent-facility/,"Animal Husbandry,Animal Training ,Behavioral Assessment,Behavioral Phenotyping,Bioluminsecence Imaging,Clinical Imaging - Small Animal (luminescence/fluorescence),Cognitive Assessment,Colony Management,Defined-flora Mice,Genotyping,Germfree Mice,Gnotobiotic Mice,Home Cage Behavioral Analysis,In-vivo Imaging,Microbiome,Multiphoton Microscopy,Provide Germfree Mice,Rederivation (Mouse),Rodent Study ,Rotarod,Stereotaxic Injection,Surgical Services,Tail Biopsy,Ultrasonic Imaging,Veterinary Services,Xenograft / Xenotransplantation","Assist researchers in the development 
 and analysis of various in vivo neurodegenerative and cancer models including humanized 
 and germ-free animals. The facility has the capacity to house different transgenic and 
 germ-free mouse strains in more than 2500 IVC cages within a SOPF breeding barrier 
 for researchers from academia as well as for industrial partner"
DNA Sequencing Facility,RRID:SCR_017803,University of Maine,Orono,ME,United States of America,www.umainedna.com,"Genotyping,Sequencing - Capillary Sequencing,Sequencing - DNA Sequencing","The University of Maine DNA Sequencing Facility was established in 1994 through a NSF EPSCoR grant to support Marine Molecular Biology at the University of Maine. Though we are relatively small, we feel one of our greatest assets is our excellent customer service and our ability to work one on one with our clients to give them the best sequencing experience possible. We have clients all over the United States as well as many other countries throughout the world.
 
 The facility currently has two full time employees, Ms. Patty Singer, manager of the facility and Mr. David Cox, technician...."
UoM-BioMS,RRID:SCR_020987,University of Manchester,Manchester,,United Kingdom,https://sites.manchester.ac.uk/bioms/,"ELISA,Mass Spectrometry,Metabolomics,Phosphoproteomics,Proteomics","The Biological Mass Spectrometry Facility (BioMS) offers mass spectrometry services and associated technologies (inc ELISA) to the University of Manchester and beyond. Our focus is on biological molecules such as proteins and metabolites, covering areas such as proteomics and metabolomics. We provide comprehensive support for everything from experimental design to advanced sample preparation and data processing and interpretation. We've helped many different groups advance their research using these technologies and we look forward to helping you too."
UoM-FBMH_EM_Core_Facility,RRID:SCR_021147,University of Manchester,Manchester,,United Kingdom,https://www.bmh.manchester.ac.uk/research/facilities/electron-microscopy/,"Array Tomography Of Resin Sections,Correlative Light Electron Microscopy,Cryo-Electron Microscopy,Electron Microscopy,High-Pressure Freezing,Immuno Electron Microscopy,Scanning Electron Microscopy,Serial Block Face SEM Imaging,Structural Biology,Transmission Electron Microscopy","The facility has expertise and equipment tailored for biological samples mostly. The facility houses four electron microscopes, a comprehensive preparation laboratory which includes a range of specialised room temperature and cryo sample preparation equipment, ultramicrotomes and a suite of computer workstations for image processing."
UoM-FSE-Section of The National X-ray Computed Tomography Facility,RRID:SCR_024800,University of Manchester,Manchester,,United Kingdom,https://nxct.ac.uk/,Computed Tomography (CT),"""Funded by the Engineering and Physical Sciences Research Council (EPSRC), our mission is to provide access and expert support for both academia and industry, embracing both first-time users and more experienced researchers to run cutting-edge 3D and 3D time-lapse imaging experiments.
 
 Launched in November 2020, NXCT is investing in new CT scanning capability to build on existing facilities and expertise – from the Universities of Manchester, Southampton, Warwick, University College London (UCL), and Diamond Light Source – to deliver unparalleled 3D imaging capability for the UK."""
Nano and Cell Imaging Facility - NCIF,RRID:SCR_025133,University of Manitoba,Winnipeg,MB,Canada,www.NCIF.CA,"3D & 4D Image Processing Stations,3D Bio,3D Visualization,Analysis Workstations,Biological photography/Photomicrography,Brightfield Microscopy,Cell Culture,Cell Imaging,Clinical Genomics,Confocal Microscopy,Confocal/ Super Resolution Microscope,Consultation,Consultations,Cytogenetics,Data Analysis,Data Analysis And Interpretation,Data Processing,Data Processing And Interpretation,Data Visualization,Deconvolution,Differential Interference Contrast Microscopy,F.I.S.H.,Fluorescence Microscope With Optical Sectioning Capability,Image Aquisition,Image Processing And Analysis,Immunofluorescence ,Immunohistochemistry,In Situ Hybridization,Laser Capture Microdissection,Live Cell Imaging,Microscopy,Molecular Imaging,Multiplex Fluorescence,Multiplexed Immunofluorescence,Optical Imaging,Phase Contrast Microscopy,Scanning 20X Brightfield,Scanning 20X Flourescent,Scanning 20X Fluorescent,Scanning 40X Brightfield,Scanning 40X Fluorescent,Single-Cell Analysis,Super-resolution Microscopy,Telomere Length Analysis,Training","Advanced Imaging Centre for 
 Multi Channel Fluorescence Imaging
 3-D Imaging
 Super Resolution Imaging
 Slide Scanning
 Image Analysis
 Cancer Research"
UMSOM-Translational Genomics Laboratory (TGL),RRID:SCR_024749,University of Maryland Medical Center Midtown Campus,Baltimore,MD,United States,https://www.medschool.umaryland.edu/cibr/core/tgl/,"Assay Development,Cell Line Authentication,Clinical Genomics,Clinical Research,Copy Number Variation (CNV),DNA Analysis,DNA Isolation,FFPE Na Isolation,Gene Expression Arrays,Genotyping,Micro RNA Profiling,Microarray,Nucleic Acid Extraction,Pharmacogenomic ,RNA analysis,RNA Integrity,RNA Isolation,Sequencing - Capillary Sequencing,Sequencing - DNA Sequencing,Sequencing - Next Generation Sequencing (NGS),TaqMan Arrays,Whole Genome Arrays","The TGL provides a wide range of genomics technologies to support basic, translational, and clinical research. TGL is a CLIA-licensed, CAP-accredited laboratory enabling support of clinical care as well as research support."
Genomics Resource Laboratory,RRID:SCR_017907,University of Massachusetts Amherst,Amherst,MA,United States of America,www.umass.edu/ials/genomics,Genomics,"Genomics Resource Laboratory provides high-throughput next-generation DNA sequencing services to academic and to off-campus researchers at affordable rates.
 NGS instrumentation includes Illumina MiSeq, Illumina NextSeq 500, and Fluidigm C1 Single-Cell Analysis System.
 GRL also has additional instrumentation required for sample processing and DNA/RNA library preparation for NGS. Instrumentation includes - Diagenode Bioruptor Pico Sonicator, Agilent 2100 Bioanalyzer, Qubit 3.0 Fluorometer, BluePippin (Sage Science) DNA size selection system, FastPrep-24 5G Sample Homogenizer (MP..."
UMass Amherst Biophysical Characterization Core Facility,RRID:SCR_022357,University of Massachusetts Amherst,Amherst,MA,United States,https://www.umass.edu/ials/biophysical-characterization,"Analytical Ultracentrifugation,Dynamic Light Scattering,Isothermal Titration Calorimetry,Isothermal Titration Calorimetry (ITC),Plate Reader,Size Exclusion Chromatography With Multi-Angle Light Scattering,Surface Plasmon Resonance,Surface Plasmon Resonance (SPR),X-Ray Crystallography,Zeta Potential","The facility provides expertise and access to the latest, well-maintained instrumentation that is crucial to the research community of the University of Massachusetts system, the Five College system, other academic institutions, and industrial partners. We are able to offer our capabilities to researchers and invite them to use this equipment either on their own or with the help of faculty who have expertise in each method."
UMass Amherst Mass Spectrometry Core Facility,RRID:SCR_019063,University of Massachusetts Amherst,Amherst,MA,United States of America,http://www.umass.edu/ials/mass-spectrometry,"HRAM Mass Spectrometry,Inductively Coupled Plasma Mass-Spectrometry,Mass Spectrometry,Metabolomics,Proteomics","We offer instrument training and service analysis using a range of mass spectrometry techniques, including ICP-MS for elemental analysis, GC-MS, LC-MS, proteomics, metabolomics, MALDI-TOF and MALDI imaging, HDX-MS"
UMass-Amherst Light Microscopy Facility,RRID:SCR_021148,University of Massachusetts Amherst,Amherst,MA,United States of America,https://www.umass.edu/ials/light-microscopy,"3D Visualization,Biological photography/Photomicrography,Cell Imaging,Confocal Microscopy,Data Analysis,Data Processing And Interpretation,Electrophysiology Services,High Content Screening,Image Processing And Analysis,Laser Capture Microdissection,Live Cell Imaging,Microscopy,Multiphoton Microscopy,Optical Imaging,Slide Scanning,Super-resolution Microscopy","Located on the 5th floor in the Life Science Laboratories on the UMass Amherst campus, the Light Microscopy Facility provides powerful resources for imaging model organisms, tissue, cells, biomaterials, and artificial structures and houses state-of-the-art equipment including almost every light microscopy imaging modality presently available. Cell culture facilities are also available nearby as well as other routine items necessary for biological imaging and material imaging. This facility has been designated a Nikon Centers of Excellence, thus providing a unique opportunity for training,..."
CPCT Genomics Research Core Facility,RRID:SCR_017858,University of Massachusetts Boston,Boston,MA,United States of America,www.umb.edu/genomicscore,"10x Genomics,Assays and Measurements,Consultations,DNA Analysis,Genomics,Genotyping,Library Services,Nanostring,Nanostring NCounter,Real-time qPCR,RNA analysis,RNA Integrity,Sequencing - Next Generation Sequencing (NGS),Single-cell Sequencing","The CPCT Genomics Core enables UMass Boston investigators and academic and industry collaborators to carry out basic and translational genomics research. The Core leverages cutting-edge technologies and next-generation sequencing capabilities for research and clinical applications. We help investigators and clinicians analyze samples, identify genetic variants contributing to disease risk, and reveal complex mechanisms involved in human disease.
 
 The Core offers cost-effective massively parallel sequencing with the Illumina HiSeq 2500 (v4, 1TB enabled) and Illumina MiSeq platforms; 10X..."
Morphology,RRID:SCR_017726,University of Massachusetts Chan Medical School,Worcester,MA,United States of America,http://www.umassmed.edu/morphology/,"F.I.S.H.,Immunohistochemistry,In Situ Hybridization,Microscopy","Established in 1981, the Morphology Core Facility is a DERC (Diabetes and Endocrinology Research Center) Research Core Laboratory. Major funding for the Morphology Core is provided by a Diabetes and Endocrinology Research Center grant from the National Institutes of Health. Dr. Bruce Woda, MD , Professor of Pathology Department is the core director. 
 The Morphology Core Facility is a state-of-the-art, fully equipped histology lab that provides histology services in support of investigators at UMass Medical School, including 
 â€¢ routine histological preparations. 
 â€¢ special stains, 
..."
National Mouse Metabolic Phenotyping Center,RRID:SCR_018672,University of Massachusetts Chan Medical School,Worcester,MA,United States of America,http://www.umassmed.edu/umpc,"Behavioral Phenotyping,Biological Mechanism,Body Composition,Indirect Calorimetry","The National Mouse Metabolic Phenotyping Center (MMPC) at UMass is a National Institutes of Health-sponsored resource (NIH Grant 5U2C-DK093000) that provides an array of sophisticated research tools to the global scientific community for the purpose of investigating mouse models of human diseases with particular focus on diabetes, obesity, and diabetic complications. The mission of the UMass MMPC is to advance medical and biological research by offering comprehensive, standardized, and high-quality experimental testing services to the academic and industry scientists. The UMass MMPC is..."
Quantitative Methods Core,RRID:SCR_017786,University of Massachusetts Chan Medical School,Worcester,MA,United States of America,http://www.umassmed.edu/QHS/QMC.aspx?linkidentifier=id&itemid=90142,"Data Analysis,Protocol Development/Clinical Trial Coordination","Services Available: 
 
 Study Design, including 
 General medical studies 
 Clinical trials (Phase I - IV) 
 Preclinical 
 Quasi-experimental designs 
 Retrospective/prospective studies 
 Group - randomized designs 
 Write statistical methods sections for funding applications 
 Provide sample size and power calculations 
 Plan and deploy interventions that require health informatics or mobile technologies 
 Collect and manage your data 
 Advice on resources available for conducting Health Services and Health Outcomes Research, such as 
 Claims data (Medicaid, Medicare) 
 Large survey..."
Small Animal Imaging Core,RRID:SCR_017728,University of Massachusetts Chan Medical School,Worcester,MA,United States of America,http://umassmed.edu/saicf/index.aspx,"Functional Brain Imaging,Molecular Imaging,Optical Imaging","With the installation of both cameras, the Bioscan NanoSPECT/CT and the Philip Mosaic PET small animal cameras, UMMS and extramural investigators now have the opportunity of using radioactive agents labeled with SPECT radionuclides such as 99mTc, 111In ,123I 125I and PET radionuclides such as 18F, 64Cu, 68Ga, to follow the pharmacokinetics and biodistributions in mice, rats, rabbits, cats and marmoset monkeys and other small animals of proteins, peptides, oligomers, nanoparticles, and other biomarkers of interest. The CT component of the NanoSPECT camera will provide registration for both..."
Transgenic Animal Modeling Core,RRID:SCR_017729,University of Massachusetts Chan Medical School,Worcester,MA,United States of America,http://www.umassmed.edu/tkomouse/,"Cell Culture,Nucleic Acid Extraction,Tissue Culture,Transgenics","The mission of the Transgenic Animal Modeling Core (TAMC) is to produce genetically modified mice, rats, and stem cells for the UMMS Scientific Community in a timely and cost-efficient manner. Over the past 15 years, the TAMC has engineered more than 500 different mouse or rat models, has generated dozens of genetically altered ES cell or induced pluripotent stem cell lines, and has cryopreserved re-derived more than 450 rodent lines for UMASS researchers and other members of the scientific community. The TAMC is composed of two facilities: the Animal Modeling Facility and the Gene..."
UMass Chan - SCOPE,RRID:SCR_022721,University of Massachusetts Chan Medical School,Worcester,MA,United States,https://www.umassmed.edu/scope/,"Cell Imaging,Confocal Microscopy,Confocal/ Super Resolution Microscope,Consultation,Consultations,Data Analysis,Data Analysis And Interpretation,Data Processing And Interpretation,Deconvolution,Experimental Design,Fluorescence Lifetime,Image Aquisition,Image Data Management,In-vivo Imaging,Microscopy,Multiphoton Microscopy,Multiphoton/ Harmonic Generation Microscope,Nanostring,NanoString GeoMx DSP,Optical Imaging,Scanning 20X Brightfield,Scanning 20X Fluorescent,Scanning 40X Brightfield,Scanning 40X Fluorescent,Slide Scanning,STED Nanoscopy,Vizgen MERSCOPE","Sanderson Center for Optical Experimentation (SCOPE) at UMass Chan Medical School offers the tools and expertise required to perform a wide variety of quantitative microscopy techniques including super resolution imaging, multi-photon intravital and live tissue imaging, confocal microscopy, and high-speed time-lapse imaging. The SCOPE offers a combination of commercial and custom-built microscopes, allowing users to address an extensive array of biological questions. In addition to user training and access to light microscopes, the SCOPE offers a wide range of imaging services including..."
UMass Chan Deep Sequencing Core,RRID:SCR_017702,University of Massachusetts Chan Medical School,Shrewsbury,MA,United States of America,http://www.umassmed.edu/nemo/,"Assays and Measurements,ATAC-Seq,ChIP-Seq,Computational - Bioinformatics,DNA Analysis,Genomics,Genotyping,Library Services,Long Read Sequencing,Molecular Construct Services,Nucleic Acid Extraction,RNA analysis,RNAseq,Sequencing - DNA Sequencing,Sequencing - Next Generation Sequencing (NGS),Single-cell Sequencing,Whole Exome Sequencing,Whole Genome Sequencing","The Deep Sequencing Core provides a next-generation sequencing (NGS) platform for investigators using Massively Parallel Sequencing by Synthesis, or ""Deep Sequencing"". The Core analyzes genomic DNA, DNA fractions (e.g. ChIP), cDNA, RNA, and many other library types, including 10X Chromium and NanoString, using an Illumina NovaSeq 6000 or MiSeq/MiSeq Dx. The Core provides assistance with sample preparation (also a service offering) and bioinformatics analysis. The Core also offers sequencing on a Pacific Biosciences Sequel II through the PacBio Core Enterprise."
UMass Medical School Media Prep Core,RRID:SCR_019167,University of Massachusetts Chan Medical School,Worcester,MA,United States of America,https://umassmed.edu/research/cores/mediaprep/,Media Preparation,"Providing custom made microbiological media for bacteria, yeast, C. elegans, & Chlamydamonas research in liquid and agar forms. Common lab buffers & solutions are also available."
UMassChan-Program in Molecular Medicine Microscopy,RRID:SCR_021201,University of Massachusetts Chan Medical School,Worcester,MA,United States of America,http://big.umassmed.edu,"Analysis Workstations,Bioimage Informatics,Brightfield Microscopy,Confocal Microscopy,Data Analysis,Data Processing And Interpretation,Data Visualization,Image Aquisition,Image Data Management,Image Processing And Analysis,Light-sheet Microscopy,Live Cell Imaging,Molecular Imaging,Optical Imaging,Super-resolution Microscopy,Widefield Microscopy","The Biomedical Imaging Group is an interdisciplinary team of engineers and scientists, representing the fields of cell biology, physics, mathematics, and computer science, that combine their expertise in areas such as microscopy, data management, lasers, optoelectronics, applied mathematics, image and signal processing, computer graphics, computer vision, statistics, software engineering, and biophysics, to develop imaging approaches for cell biology. 
 
 Since its establishment in the early 1980s, it has been a pioneer in high-resolution 3-D imaging using wide-field fluorescence..."
UMMS - Molecular Biology Core Lab (MBCL),RRID:SCR_018263,University of Massachusetts Chan Medical School,Shrewsbury,MA,United States of America,http://www.umassmed.edu/mbcl/,"Capillary Electrophoresis,DNA Analysis,Genomics,Genotyping,Library Services,oligo synthesis,RNA analysis,Sequencing - Capillary Sequencing,Sequencing - DNA Sequencing","The MOLECULAR BIOLOGY CORE LABS provide DNA fragment analysis, Genotyping, and SPR services on an ABI capillary sequencer, and DNA/RNA fragment analysis on the Agilent (Advanced Analytical) Fragment Analyzer. Sequencing library prep services are offered in coordination with the Deep Sequencing and PacBio Cores. The MBCL is also home to the UMass Oligonucleotide program which provides discounted oligos to researchers."
Viral Vector Core Facility,RRID:SCR_023497,University of Massachusetts Chan Medical School,Worcester,MA,United States of America,https://www.umassmed.edu/gtc/viral-vectors/viral-vector-core/,Viral Vectors,The Viral Vector Core (VVC) of the Gene Therapy Center uses cutting-edge technologies to create and produce a variety of high quality viral vectors. The goal of the VVC is to provide investigators with the most suitable and efficient gene transfer vectors for their research applications.
UML - Microscopy Core Lab,RRID:SCR_024677,University of Massachusetts Lowell,Lowell,MA,United States,https://www.uml.edu/research/crf/ourlabs/microscopy-core-lab.aspx,"Consultation,Electron Microscopy,End-to-end Service,Focused Ion Beam (FIB),Microscopy,Training,Transmission Electron Microscopy","The Microscopy Core Laboratory (MCL) offers a variety of micro-imaging and micro-analysis solutions by providing access to several photon-, scanned probe-, ion beam-, and electron beam-based imaging and analytical instruments, services, and technical expertise for the characterization of materials including nano-engineered materials, microelectronics, photonics, biomaterials, and others with applications in life sciences, drug discovery, environmental and energy research. Consultative services are also available."
UML - Nanofabrication Lab,RRID:SCR_024734,University of Massachusetts Lowell,Lowell,MA,United States of America,https://www.uml.edu/research/crf/ourlabs/nanofab-lab.aspx,"Atomic Layer Deposition,Consultation,Data Analysis,Fabrication,Nanofabrication,Photolithography","The Nanofabrication Lab features a state-of-the-art, 4,200 ft2 Class 100 clean room equipped with over 40 pieces of process and analytical instrumentation for complex research projects that require micro and nano scale fabrication."
UML - Next Generation Sequencing & Genomics,RRID:SCR_024981,University of Massachusetts Lowell,Lowell,MA,United States,https://www.uml.edu/research/crf/ourlabs/next-gen-sequencing-lab.aspx,"DNA Analysis,DNA Isolation,Gene Expression Arrays,Library Services,RNA analysis,RNA Flow Cytometry,RNA Isolation,Sequencing - DNA Sequencing,Sequencing - Next Generation Sequencing (NGS)","One of UMass Lowell’s Core Research Facilities, the Next Generation Sequencing & Genomics Lab provides Next-Generation DNA & RNA sequencing services and technical expertise including NGS library prep, DNA and RNA quality assessment, Fluorometric quantification of DNA/RNA/Protein, DNA & RNA isolation, PCR/qPCR, Qubit fluorometry, gene expression and drug development studies. Consultative services are also available."
UML - Nuclear Magnetic Resonance & Spectroscopy,RRID:SCR_024979,University of Massachusetts Lowell,Lowell,MA,United States,https://www.uml.edu/research/crf/ourlabs/nuc-mag-res-lab.aspx,Nuclear Magnetic Resonance (NMR),"The Nuclear Magnetic Resonance Spectroscopy Lab features a state-of-the-art JEOL 400 MHz NMR equipped with auto sampling and automatic tuning & matching. The instrument can perform temperature and kinetic studies as well as x-nuclei and 2D experiments. A part of the Core Research Facilities, self-use and service work are available."
UML - Thermal & Mechanical Properties Lab,RRID:SCR_024980,University of Massachusetts Lowell,Lowell,MA,United States,https://www.uml.edu/research/crf/ourlabs/therm-mech-prop-lab.aspx,"Data Analysis And Interpretation,Differential Scanning Calorimetry,Dynamic Mechanical Analysis,Thermal Analysis,Thermogravimetric Analysis","The Thermal & Mechanical Properties Lab houses a complete thermal analysis suite and is part of the Core Research Facilities. In this lab, researchers are able to investigate the behavior of a material under stress and temperature change. Service level work and technical expertise are also provided."
Biorepository,RRID:SCR_017816,University of Miami,Miami,FL,United States of America,http://hihg.med.miami.edu/cgt/biorepository,BioBanking,"The CGT biorepository offers a wide-range of services and currently houses more than a million samples collected over the last 30 years. Biorepository scientists process, archive, and retrieve biological samples as a valued resource for genomic research. Extensive experience in the use of the Nautilus LIMS and barcode printing through with Brady LabelSoft8 software allows for personalized and secure solutions for sample storage and retrieval. With a wide variety of sample processing options including automated DNA extraction with the Qiagen Autopure LS, plasma isolation, creation of blood..."
Drug Discovery Core,RRID:SCR_022542,University of Miami,Miami,FL,United States,https://www.themiamiproject.org/research-resources/core-facilities/drug-discovery-core/,"Assay Development,Assays and Measurements,Cell Imaging,Computer-assisted Neuron Tracing And Analysis,Confocal Microscopy,Confocal/ Super Resolution Microscope,Consultation,Consultations,Data Analysis,Data Analysis And Interpretation,Drug Discovery,Fluorescence Microscope With Optical Sectioning Capability,High Content Screening,Microscopy,Optical Imaging,Pooled Screens,Scanning 20X Brightfield,Scanning 20X Flourescent,Scanning 20X Fluorescent,Scanning 40X Brightfield,Scanning 40X Fluorescent,Small Molecule Compound Screening","The Drug Discovery Core (DDC) at the Miami Project to Cure Paralysis leverages the PerkinElmer Opera Phenix Plus high content screening system to provide researchers with state-of-the-art assay development and phenotypic screening capabilities. The core facility is also equipped with a PerkinElmer Janus G3 liquid handler, featuring modular and variable dispense heads, to automate screening workflows and enhance throughput. 
 
 The core supports a wide range of phenotypic and target-based assays. Phenotypic assays range from 2D to 3D, widefield to confocal, and antibody to dye based. It..."
Genotyping Core (HIHG),RRID:SCR_017820,University of Miami,Miami,FL,United States of America,http://hihg.med.miami.edu/cgt/genotyping,"Microarray,PCR Arrays","The CGT genotyping core features platforms spanning low to high throughput capacities that can be tailored to meet your studyâ€™s individual goals. We have extensive knowledge and experience on all Illumina, Affymetrix, Life Technologies Taqman and Open Array genotyping platforms. CGT processing is fully automated utilizing Tecan EVO and BioMek liquid handlers and autoloaders with efficient and reliable data tracking via the Genologics LIMS system. These strategic resources enable us to generate high-quality, low-cost data with rapid turnaround times."
Mass Spectroscopy Laboratory,RRID:SCR_017819,University of Miami,Coral Gables,FL,United States of America,http://www.as.miami.edu/chemistry/research/mass-spec.html,Mass Spectrometry,"We have three mass spectrometers at the UM Department of Chemistry, a VG-Trio2000 dedicated for FAB analysis, a Bruker BiflexIV MALDI-TOF, and an Agilent Technologies 5975C GC/MS with autosampler.
 
 Researchers from inside the UM community and commercial interests outside the University are welcome to submit samples for mass spectroscopy in our facility. A standard fee schedule is set up competitively with that from other universities; please follow the link below for the schedule."
Microarray and Gene Expression Core (HIHG),RRID:SCR_017825,University of Miami,Miami,FL,United States of America,http://hihg.med.miami.edu/cgt/gene-expression,Microarray,"The CGT gene expression core utilizes Affymetrix GeneChip Arrays and Illumina BeadChips to enable researchers to identify gene expression variation in single genes, targeted set of genes, or entire genomes. Our expertise across a variety of platforms allows us to execute experiments with consistency and accuracy."
Sylvester Behavioral and Community-Based Research Shared Resource,RRID:SCR_022893,University of Miami,Miami,FL,United States,www.sylvester.org/bcsr,"Behavioral Assessment,Clinical Research,Clinical Trial Support,Data Analysis And Interpretation,Training","The Sylvester Behavioral and Community-Based Research Shared Resource (BCSR) provides services and expertise that facilitate behavioral, psychosocial, community, translational, and population-based oncology research. Services include (1) coordinating the recruitment and retention of diverse study participants representative of Sylvester’s South Florida catchment area (one of the most multicultural and multilingual regions in the US); (2) supporting the development of culturally and linguistically tailored study materials; (3) facilitating data collection and management, including for..."
Sylvester Biospecimen Shared Resource,RRID:SCR_022889,University of Miami,Miami,FL,United States,www.sylvester.org/BSSR,"BioBanking,Biorepository,Clinical Trial Support,Tissue MicroArray","The Sylvester Biospecimen Shared Resource (BSSR) provides biorepository resources, services and expertise in support of oncology research. The BSSR facilitates translational cancer research with standard operating procedures for patient consenting; protection of patient personal and clinical data; specimen procurement and processing; quality control of specimens; secured specimen storage, retrieval, and distribution; and provision of relevant de-identified clinical data. BSSR services include: (1) biospecimen collection, annotation, processing, storage and distribution (including tissue,..."
Sylvester Biostatistics and Bioinformatics Shared Resource,RRID:SCR_022890,University of Miami,"Miami,",FL,United States,www.sylvester.org/BBSR,"Computational - Bioinformatics,Computational - Biostatistics,Data Analysis And Interpretation","The Sylvester Biostatistics and Bioinformatics Shared Resource (BBSR) provides expertise and analysis support for basic and translational research, clinical trials, and both interventional and non-interventional population-based studies. The BBSR offers support for data-intensive and large-scale data analysis projects. BSSR services include support for data analysis and interpretation; software access; algorithm and database development; support of scientific review, monitoring, and oversight of clinical and population science research protocols; consultation, training, educational..."
Sylvester Cancer Modeling Shared Resource,RRID:SCR_022891,University of Miami,Miami,FL,United States,www.sylvester.org/CMSR,"Animal Husbandry,Chemistry Analyzer,Clinical Imaging - Small Animal (luminescence/fluorescence),Clinical Imaging - Small Animal (X-ray, Ultrasound, microCAT, MRI),Colony Management,Cryostat Histology,H&E Staining,Histology,In-vivo Imaging,Irradiation,MicroCT,Pharmacokinetics,Positron Emission Tomography (PET),Processing & Embedding- Histology,Veterinary Pathology,Whole Slide Imaging,Xenograft / Xenotransplantation","The Sylvester Cancer Modeling Shared Resource (CMSR) provides state-of-the-art preclinical cancer modeling services to foster cancer research and to accelerate the discovery of tailored anti-tumor therapies, including preclinical data for drug development, proof of principle for novel therapies, preclinical imaging, and disease biomarker studies. The CMSR’s integrated services include facilitating the in vivo modeling of human disease using murine models; supporting preclinical in vivo efficacy and toxicity studies; devising treatment protocols; using noninvasive imaging for diagnosis and..."
